PMID	Sentence_ID	Sentence	Gene1|Gene1_ID	Gene1_Index(start|end)	Gene2|Gene2_ID	Gene2_Index(start|end)	RE_Type
24402281	S5	"The larger domain (a/b domain) of Vif binds to the same side of CBF-b as RUNX1, indicating that Vif and RUNX1 are exclusive for CBF-b binding."	RUNX1|861	73|78	CBF-b|865	64|69	Binding
24402281	S5	"The larger domain (a/b domain) of Vif binds to the same side of CBF-b as RUNX1, indicating that Vif and RUNX1 are exclusive for CBF-b binding."	CBF-b|865	128|133	Vif|155459	96|99	Binding
24402281	S5	"The larger domain (a/b domain) of Vif binds to the same side of CBF-b as RUNX1, indicating that Vif and RUNX1 are exclusive for CBF-b binding."	CBF-b|865	128|133	RUNX1|861	104|109	Binding
24402281	S6	Interactions of the smaller domain (a-domain) of Vif with ELOC and CUL5 are cooperative and mimic those of SOCS2 with the latter two proteins.	Vif|155459	49|52	ELOC|6921	58|62	Association
24402281	S6	Interactions of the smaller domain (a-domain) of Vif with ELOC and CUL5 are cooperative and mimic those of SOCS2 with the latter two proteins.	Vif|155459	49|52	CUL5|8065	67|71	Association
24402281	S7	"A unique zinc-finger motif of Vif, which is located between the two Vif domains, makes no contacts with the other proteins but stabilizes the conformation of the a-domain, which may be important for Vif-CUL5 interaction."	Vif|155459	199|202	CUL5|8065	203|207	Association
24402281	S8	"Together, our data reveal the structural basis for Vif hijacking of the CBF-b and CUL5 E3 ligase complex, laying a foundation for rational design of novel anti-HIV drugs."	CBF-b|865	72|77	CUL5|8065	82|86	Complex
24402281	S8	"Together, our data reveal the structural basis for Vif hijacking of the CBF-b and CUL5 E3 ligase complex, laying a foundation for rational design of novel anti-HIV drugs."	Vif|155459	51|54	CBF-b|865	72|77	Binding
24402281	S8	"Together, our data reveal the structural basis for Vif hijacking of the CBF-b and CUL5 E3 ligase complex, laying a foundation for rational design of novel anti-HIV drugs."	Vif|155459	51|54	CUL5|8065	82|86	Binding
24413081	S1	Regulation of Mdm2 protein stability and the p53 response by NEDD4-1 E3 ligase.	NEDD4-1|4734	61|68	Mdm2|4193	14|18	Neutral_Regulation
24413081	S1	Regulation of Mdm2 protein stability and the p53 response by NEDD4-1 E3 ligase.	NEDD4-1|4734	61|68	p53|7157	45|48	Neutral_Regulation
24413081	S2	Mdm2 is a critical negative regulator of the tumor suppressor protein p53.	Mdm2|4193	0|4	p53|7157	70|73	Negative_Agent
24413081	S3	Mdm2 is an E3 ligase whose overexpression leads to functional inactivation of p53.	Mdm2|4193	0|4	p53|7157	78|81	Negative_Regulation
24413081	S5	Here we report biochemical identification of NEDD4-1 as an E3 ligase for Mdm2 that contributes to the regulation of Mdm2 protein stability in cells.	NEDD4-1|4734	45|52	Mdm2|4193	73|77	Interaction_Agent
24413081	S5	Here we report biochemical identification of NEDD4-1 as an E3 ligase for Mdm2 that contributes to the regulation of Mdm2 protein stability in cells.	Mdm2|4193	116|120	NEDD4-1|4734	45|52	Neutral_Regulation
24413081	S8	Recombinant NEDD4-1 promotes Mdm2 ubiquitination in vitro in a concentration- and time-dependent manner.	NEDD4-1|4734	12|19	Mdm2|4193	29|33	Modification
24413081	S9	"In cells, NEDD4-1 physically interacts with Mdm2 via the RING domain of Mdm2."	NEDD4-1|4734	10|17	Mdm2|4193	44|48	Association
24413081	S9	"In cells, NEDD4-1 physically interacts with Mdm2 via the RING domain of Mdm2."	Mdm2|4193	72|76	NEDD4-1|4734	10|17	Interaction_Agent
24413081	S10	"Overexpression of NEDD4-1, but not an enzyme-dead NEDD4-1CS mutant, increases ubiquitination of Mdm2."	NEDD4-1|4734	18|25	Mdm2|4193	96|100	Modification
24413081	S10	"Overexpression of NEDD4-1, but not an enzyme-dead NEDD4-1CS mutant, increases ubiquitination of Mdm2."	NEDD4-1|4734	50|57	Mdm2|4193	96|100	Negation_Modification
24413081	S11	NEDD4-1 catalyzes the formation of K63-type polyubiquitin chains on Mdm2 that are distinct from K48-type polyubiquitination chains mediated by the Mdm2/MdmX complex.	Mdm2|4193	147|151	MdmX|4194	152|156	Complex
24413081	S11	NEDD4-1 catalyzes the formation of K63-type polyubiquitin chains on Mdm2 that are distinct from K48-type polyubiquitination chains mediated by the Mdm2/MdmX complex.	NEDD4-1|4734	0|7	Mdm2|4193	68|72	Modification
24413081	S14	NEDD4-1 knockdown reduces the t1/2 (half-life) of endogenous Mdm2 from 20 to 12min in U2OS cells.	NEDD4-1|4734	0|7	Mdm2|4193	61|65	Negative_Regulation
24413081	S16	"Similarly, NEDD4-1 knockdown in WT-p53-bearing cells increases basal p53 levels and activity in an Mdm2-dependent manner, causes stronger p53 responses to DNA damage and results in p53-dependent growth inhibition compared with corresponding NEDD4-1-proficient control cells."	p53|7157	69|72	NEDD4-1|4734	11|18	Positive_Regulation
24413081	S17	This study identifies NEDD4-1 as a novel component of the p53/Mdm2 regulatory feedback loop that controls p53 activity during stress responses.	NEDD4-1|4734	22|29	p53|7157	58|61	Interaction_Agent
24413081	S17	This study identifies NEDD4-1 as a novel component of the p53/Mdm2 regulatory feedback loop that controls p53 activity during stress responses.	NEDD4-1|4734	22|29	Mdm2|4193	62|66	Interaction_Agent
24413081	S17	This study identifies NEDD4-1 as a novel component of the p53/Mdm2 regulatory feedback loop that controls p53 activity during stress responses.	NEDD4-1|4734	22|29	p53|7157	106|109	Neutral_Regulation
24419107	S1	Atg17/FIP200 localizes to perilysosomal Ref(2)P aggregates and promotes autophagy by activation of Atg1 in Drosophila.	Atg17/FIP200|40700	0|12	Atg1|39454	99|103	Positive_Regulation
24419107	S1	Atg17/FIP200 localizes to perilysosomal Ref(2)P aggregates and promotes autophagy by activation of Atg1 in Drosophila.	Ref(2)P|35246	40|47	Atg17/FIP200|40700	0|12	Association
24419107	S8	"Drosophila Atg17 is a member of the Atg1 kinase complex as in mammals, and we showed that it binds to the other subunits including Atg1, Atg13, and Atg101 (C12orf44 in humans, 9430023L20Rik in mice and RGD1359310 in rats)."	Atg1|39454	131|135	Atg17|40700	11|16	Binding
24419107	S8	"Drosophila Atg17 is a member of the Atg1 kinase complex as in mammals, and we showed that it binds to the other subunits including Atg1, Atg13, and Atg101 (C12orf44 in humans, 9430023L20Rik in mice and RGD1359310 in rats)."	Atg13|40998	137|142	Atg17|40700	11|16	Binding
24419107	S8	"Drosophila Atg17 is a member of the Atg1 kinase complex as in mammals, and we showed that it binds to the other subunits including Atg1, Atg13, and Atg101 (C12orf44 in humans, 9430023L20Rik in mice and RGD1359310 in rats)."	Atg101|32871	148|154	Atg17|40700	11|16	Binding
24419107	S9	"Atg17 is required for the kinase activity of endogenous Atg1 in vivo, as loss of Atg17 prevents the Atg1-dependent shift of endogenous Atg13 to hyperphosphorylated forms, and also blocks punctate Atg1 localization during starvation."	Atg17|40700	0|5	Atg1|39454	56|60	Association
24419107	S9	"Atg17 is required for the kinase activity of endogenous Atg1 in vivo, as loss of Atg17 prevents the Atg1-dependent shift of endogenous Atg13 to hyperphosphorylated forms, and also blocks punctate Atg1 localization during starvation."	Atg1|39454	196|200	Atg17|40700	81|86	Translocation
24419107	S9	"Atg17 is required for the kinase activity of endogenous Atg1 in vivo, as loss of Atg17 prevents the Atg1-dependent shift of endogenous Atg13 to hyperphosphorylated forms, and also blocks punctate Atg1 localization during starvation."	Atg17|40700	81|86	Atg13|40998	135|140	Negation_Modification
24419107	S9	"Atg17 is required for the kinase activity of endogenous Atg1 in vivo, as loss of Atg17 prevents the Atg1-dependent shift of endogenous Atg13 to hyperphosphorylated forms, and also blocks punctate Atg1 localization during starvation."	Atg1|39454	100|104	Atg13|40998	135|140	Association
24419107	S10	"Finally, we found that Atg1 overexpression induces autophagy and reduces cell size in Atg17-null mutant fat body cells, and that overexpression of Atg17 promotes endogenous Atg13 phosphorylation and enhances autophagy in an Atg1-dependent manner in the fat body."	Atg17|40700	147|152	Atg13|40998	173|178	Modification
24440154	S6	The Six2-GFP::Cre(tg/+) mediated inactivation of Mdm2 in the NPC (NPC(Mdm)2(-/-)) results in perinatal lethality.	Six2|20472	4|8	Mdm2|17246	49|53	Negative_Regulation
24445282	S1	Zebrafish eaf1 suppresses foxo3b expression to modulate transcriptional activity of gata1 and spi1 in primitive hematopoiesis.	eaf1|415205	10|14	foxo3b|30296	26|32	Negative_Regulation
24445282	S1	Zebrafish eaf1 suppresses foxo3b expression to modulate transcriptional activity of gata1 and spi1 in primitive hematopoiesis.	gata1|30481	84|89	eaf1|415205	10|14	Neutral_Regulation
24445282	S1	Zebrafish eaf1 suppresses foxo3b expression to modulate transcriptional activity of gata1 and spi1 in primitive hematopoiesis.	spi1|30117	94|98	eaf1|415205	10|14	Neutral_Regulation
24445282	S4	"Using microarray analysis, we identified foxo3b as a target gene suppressed by eaf1."	eaf1|415205	79|83	foxo3b|30296	41|47	Negative_Regulation
24445282	S4	"Using microarray analysis, we identified foxo3b as a target gene suppressed by eaf1."	foxo3b|30296	41|47	eaf1|415205	79|83	Interaction_Agent
24445282	S5	"Ectopic expression of foxo3b in embryos mimicked the phenotypes exhibited in eaf1 morphants, except that foxo3b had no effect on runx1 and c-myb expression while eaf1 morphants did not express these markers in the ventral wall of dorsal aorta."	foxo3b|30296	105|111	runx1|58126	129|134	Negation_Association
24445282	S5	"Ectopic expression of foxo3b in embryos mimicked the phenotypes exhibited in eaf1 morphants, except that foxo3b had no effect on runx1 and c-myb expression while eaf1 morphants did not express these markers in the ventral wall of dorsal aorta."	foxo3b|30296	105|111	c-myb|30519	139|144	Negation_Association
24445282	S7	"Furthermore, we observed that foxo3b inhibited the transcriptional activity of gata1 and spi1 through protein-protein interaction."	foxo3b|30296	30|36	gata1|30481	79|84	Negative_Regulation
24445282	S7	"Furthermore, we observed that foxo3b inhibited the transcriptional activity of gata1 and spi1 through protein-protein interaction."	foxo3b|30296	30|36	spi1|30117	89|93	Negative_Regulation
24451387	S5	"We identified a PY motif (L/PPxY), the characteristic binding motif for Nedd4-2 in the C terminus of the HCN1 subunit, and showed that HCN1 and Nedd4-2 interacted both in vivo (rat hippocampus, neocortex, and cerebellum) and in vitro [human embryonic kidney 293 (HEK293) cells], resulting in increased HCN1 ubiquitination."	HCN1|84390	135|139	Nedd4-2|291553	144|151	Association
24451387	S5	"We identified a PY motif (L/PPxY), the characteristic binding motif for Nedd4-2 in the C terminus of the HCN1 subunit, and showed that HCN1 and Nedd4-2 interacted both in vivo (rat hippocampus, neocortex, and cerebellum) and in vitro [human embryonic kidney 293 (HEK293) cells], resulting in increased HCN1 ubiquitination."	Nedd4-2|291553	72|79	HCN1|84390	105|109	Interaction_Agent
24451387	S5	"We identified a PY motif (L/PPxY), the characteristic binding motif for Nedd4-2 in the C terminus of the HCN1 subunit, and showed that HCN1 and Nedd4-2 interacted both in vivo (rat hippocampus, neocortex, and cerebellum) and in vitro [human embryonic kidney 293 (HEK293) cells], resulting in increased HCN1 ubiquitination."	HCN1|348980	302|306	Nedd4-2|291553	144|151	Modification
24451387	S7	"Coexpression of Nedd4-2 and HCN1 drastically reduced the HCN1-mediated h-current amplitude (85-92%) in Xenopus laevis oocytes and reduced surface expression (34%) of HCN1 channels in HEK293 cells, thereby opposing effects of tetratricopeptide repeat-containing Rab8b interacting protein (TRIP8b)-(1a-4), an auxiliary subunit that promotes HCN1 surface expression."	tetratricopeptide repeat-containing Rab8b interacting protein (TRIP8b)|51555	225|295	HCN1|348980	339|343	Positive_Regulation
24451387	S7	"Coexpression of Nedd4-2 and HCN1 drastically reduced the HCN1-mediated h-current amplitude (85-92%) in Xenopus laevis oocytes and reduced surface expression (34%) of HCN1 channels in HEK293 cells, thereby opposing effects of tetratricopeptide repeat-containing Rab8b interacting protein (TRIP8b)-(1a-4), an auxiliary subunit that promotes HCN1 surface expression."	HCN1|348980	166|170	Nedd4-2|399396	16|23	Negative_Regulation
24451387	S8	"Regulation may further include N-glycosylation of HCN1 channels, which is significantly enhanced by TRIP8b(1a-4), but may be reduced by Nedd4-2."	TRIP8b|51555	100|106	HCN1|348980	50|54	Modification
24451387	S9	"Taken together, our data indicate that Nedd4-2 plays an important role in the regulation of HCN1 trafficking and may compete with TRIP8b(1a-4) in this process."	Nedd4-2|23327	39|46	HCN1|348980	92|96	Translocation
24465650	S1	Pch2 prevents Mec1/Tel1-mediated Hop1 phosphorylation occurring independently of Red1 in budding yeast meiosis.	Hop1|854738	33|37	Mec1|852433	14|18	Modification
24465650	S1	Pch2 prevents Mec1/Tel1-mediated Hop1 phosphorylation occurring independently of Red1 in budding yeast meiosis.	Hop1|854738	33|37	Tel1|852190	19|23	Modification
24465650	S1	Pch2 prevents Mec1/Tel1-mediated Hop1 phosphorylation occurring independently of Red1 in budding yeast meiosis.	Hop1|854738	33|37	Pch2|852484	0|4	Negation_Modification
24465650	S1	Pch2 prevents Mec1/Tel1-mediated Hop1 phosphorylation occurring independently of Red1 in budding yeast meiosis.	Red1|850968	81|85	Hop1|854738	33|37	Negation_Association
24465650	S3	Budding yeast DNA damage checkpoint kinases Mec1 and Tel1 act together with the axial element protein Red1 to promote interhomolog recombination by phosphorylating another axial element protein Hop1.	Hop1|854738	194|198	Mec1|852433	44|48	Modification
24465650	S3	Budding yeast DNA damage checkpoint kinases Mec1 and Tel1 act together with the axial element protein Red1 to promote interhomolog recombination by phosphorylating another axial element protein Hop1.	Hop1|854738	194|198	Tel1|852190	53|57	Modification
24465650	S3	Budding yeast DNA damage checkpoint kinases Mec1 and Tel1 act together with the axial element protein Red1 to promote interhomolog recombination by phosphorylating another axial element protein Hop1.	Hop1|854738	194|198	Red1|850968	102|106	Modification
24465650	S3	Budding yeast DNA damage checkpoint kinases Mec1 and Tel1 act together with the axial element protein Red1 to promote interhomolog recombination by phosphorylating another axial element protein Hop1.	Mec1|852433	44|48	Red1|850968	102|106	Association
24465650	S3	Budding yeast DNA damage checkpoint kinases Mec1 and Tel1 act together with the axial element protein Red1 to promote interhomolog recombination by phosphorylating another axial element protein Hop1.	Tel1|852190	53|57	Red1|850968	102|106	Association
24465650	S4	"Mec1 and Tel1 also phosphorylate gH2A and the synaptonemal complex protein Zip1 independently of Red1 to facilitate premeiotic DNA replication and to destabilize homology-independent centromere pairing, respectively."	Zip1|851879	75|79	Mec1|852433	0|4	Modification
24465650	S4	"Mec1 and Tel1 also phosphorylate gH2A and the synaptonemal complex protein Zip1 independently of Red1 to facilitate premeiotic DNA replication and to destabilize homology-independent centromere pairing, respectively."	Zip1|851879	75|79	Tel1|852190	9|13	Modification
24465650	S4	"Mec1 and Tel1 also phosphorylate gH2A and the synaptonemal complex protein Zip1 independently of Red1 to facilitate premeiotic DNA replication and to destabilize homology-independent centromere pairing, respectively."	Red1|850968	97|101	Mec1|852433	0|4	Negation_Association
24465650	S4	"Mec1 and Tel1 also phosphorylate gH2A and the synaptonemal complex protein Zip1 independently of Red1 to facilitate premeiotic DNA replication and to destabilize homology-independent centromere pairing, respectively."	Red1|850968	97|101	Tel1|852190	9|13	Negation_Association
24465650	S5	It has been unclear why Hop1 phosphorylation is Red1-dependent.	Red1|850968	48|52	Hop1|854738	24|28	Association
24465650	S6	"Here, we report that the pachytene checkpoint protein 2 (Pch2) specifically prevents Red1-independent Hop1 phosphorylation."	pachytene checkpoint protein 2 (Pch2)|852484	25|62	Hop1|854738	102|106	Negation_Modification
24465650	S6	"Here, we report that the pachytene checkpoint protein 2 (Pch2) specifically prevents Red1-independent Hop1 phosphorylation."	Red1|850968	85|89	Hop1|854738	102|106	Negation_Association
24465650	S7	Our findings reveal a new function for Pch2 in linking two axial element proteins Red1 and Hop1 thus coordinating their effects in meiotic recombination and the checkpoint network.	Pch2|852484	39|43	Red1|850968	82|86	Association
24465650	S7	Our findings reveal a new function for Pch2 in linking two axial element proteins Red1 and Hop1 thus coordinating their effects in meiotic recombination and the checkpoint network.	Pch2|852484	39|43	Hop1|854738	91|95	Association
24465706	S6	The results showed that Ang II and ghrelin were both significantly increased in CHF patients and that the ghrelin levels were significantly positively correlated with Ang II.	ghrelin|59301	106|113	Ang II|183	167|173	Association
24465706	S10	"Lastly, to further elucidate the mechanism by which ghrelin inhibits Ang II action, the expression of the AT1 and AT2 receptors was evaluated; the results showed that Ang II up-regulates the AT1 and AT2 receptors in cardiomyocytes, whereas ghrelin inhibits AT1 receptor up-regulation but does not affect AT2 receptor expression."	ghrelin|59301	52|59	Ang II|183	69|75	Negative_Regulation
24465706	S10	"Lastly, to further elucidate the mechanism by which ghrelin inhibits Ang II action, the expression of the AT1 and AT2 receptors was evaluated; the results showed that Ang II up-regulates the AT1 and AT2 receptors in cardiomyocytes, whereas ghrelin inhibits AT1 receptor up-regulation but does not affect AT2 receptor expression."	Ang II|183	167|173	AT1|185	191|194	Positive_Regulation
24465706	S10	"Lastly, to further elucidate the mechanism by which ghrelin inhibits Ang II action, the expression of the AT1 and AT2 receptors was evaluated; the results showed that Ang II up-regulates the AT1 and AT2 receptors in cardiomyocytes, whereas ghrelin inhibits AT1 receptor up-regulation but does not affect AT2 receptor expression."	Ang II|183	167|173	AT2 receptors|186	199|212	Positive_Regulation
24465706	S10	"Lastly, to further elucidate the mechanism by which ghrelin inhibits Ang II action, the expression of the AT1 and AT2 receptors was evaluated; the results showed that Ang II up-regulates the AT1 and AT2 receptors in cardiomyocytes, whereas ghrelin inhibits AT1 receptor up-regulation but does not affect AT2 receptor expression."	ghrelin|59301	240|247	AT1|185	257|260	Negative_Regulation
24465706	S10	"Lastly, to further elucidate the mechanism by which ghrelin inhibits Ang II action, the expression of the AT1 and AT2 receptors was evaluated; the results showed that Ang II up-regulates the AT1 and AT2 receptors in cardiomyocytes, whereas ghrelin inhibits AT1 receptor up-regulation but does not affect AT2 receptor expression."	AT2|186	304|307	ghrelin|59301	240|247	Negation_Neutral_Regulation
24465706	S11	"CONCLUSIONS: These data suggest that the serum levels of ghrelin are significantly positively correlated with Ang II in CHF patients and that ghrelin can inhibit Ang II-induced cardiomyocyte apoptosis by down-regulating AT1R, thereby playing a role in preventing HF."	ghrelin|59301	57|64	Ang II|183	110|116	Association
24465706	S11	"CONCLUSIONS: These data suggest that the serum levels of ghrelin are significantly positively correlated with Ang II in CHF patients and that ghrelin can inhibit Ang II-induced cardiomyocyte apoptosis by down-regulating AT1R, thereby playing a role in preventing HF."	AT1R|185	220|224	ghrelin|59301	142|149	Negative_Regulation
24479681	S1	"IL-1b-induced activation of p38 promotes metastasis in gastric adenocarcinoma via upregulation of AP-1/c-fos, MMP2 and MMP9."	IL-1b|3553	0|5	p38|1432	28|31	Positive_Regulation
24479681	S1	"IL-1b-induced activation of p38 promotes metastasis in gastric adenocarcinoma via upregulation of AP-1/c-fos, MMP2 and MMP9."	AP-1/c-fos|2353	98|108	p38|1432	28|31	Positive_Regulation
24479681	S1	"IL-1b-induced activation of p38 promotes metastasis in gastric adenocarcinoma via upregulation of AP-1/c-fos, MMP2 and MMP9."	MMP2|4313	110|114	p38|1432	28|31	Positive_Regulation
24479681	S1	"IL-1b-induced activation of p38 promotes metastasis in gastric adenocarcinoma via upregulation of AP-1/c-fos, MMP2 and MMP9."	MMP9|4318	119|123	p38|1432	28|31	Positive_Regulation
24479681	S5	"METHODS: The effects of IL-1b-induced p38 and JNK activation in GA cells were determined using in vitro Transwell migration and invasion assays of MKN-45 and AGS cells, or an in vivo metastasis assay in nude mice."	IL-1b|3553	24|29	p38|1432	38|41	Positive_Regulation
24479681	S5	"METHODS: The effects of IL-1b-induced p38 and JNK activation in GA cells were determined using in vitro Transwell migration and invasion assays of MKN-45 and AGS cells, or an in vivo metastasis assay in nude mice."	IL-1b|3553	24|29	JNK|5599	46|49	Positive_Regulation
24479681	S8	RESULTS: IL-1b-induced activation of p38 increased GA cell migration and invasion in vitro and promoted the metastatic potential of GA cells in vivo; these effects were attenuated by p38 siRNA or the p38 inhibitor SB202190.	IL-1b|3553	9|14	p38|1432	37|40	Positive_Regulation
24479681	S10	IL-1b-induced p38 activation significantly increased MMP2 and MMP9 mRNA and protein expression and activity.	IL-1b|3553	0|5	p38|1432	14|17	Positive_Regulation
24479681	S10	IL-1b-induced p38 activation significantly increased MMP2 and MMP9 mRNA and protein expression and activity.	MMP2|4313	53|57	p38|1432	14|17	Positive_Regulation
24479681	S10	IL-1b-induced p38 activation significantly increased MMP2 and MMP9 mRNA and protein expression and activity.	MMP9|4318	62|66	p38|1432	14|17	Positive_Regulation
24479681	S11	Luciferase reporter assays demonstrated that the activator protein-1 (AP-1) and the AP-1 binding sites of the MMP9 promoter (-670/MMP9) were activated by IL-1b-induced p38 activation.	IL-1b|3553	154|159	p38|1432	168|171	Positive_Regulation
24479681	S11	Luciferase reporter assays demonstrated that the activator protein-1 (AP-1) and the AP-1 binding sites of the MMP9 promoter (-670/MMP9) were activated by IL-1b-induced p38 activation.	AP-1|2353	84|88	MMP9|4318	110|114	Interaction_Agent
24479681	S11	Luciferase reporter assays demonstrated that the activator protein-1 (AP-1) and the AP-1 binding sites of the MMP9 promoter (-670/MMP9) were activated by IL-1b-induced p38 activation.	p38|1432	168|171	activator protein-1 (AP-1)|2353	49|75	Positive_Regulation
24479681	S11	Luciferase reporter assays demonstrated that the activator protein-1 (AP-1) and the AP-1 binding sites of the MMP9 promoter (-670/MMP9) were activated by IL-1b-induced p38 activation.	p38|1432	168|171	MMP9|4318	110|114	Positive_Regulation
24479681	S13	"Expression of phospho-p38 significantly correlated with IL-1b, MMP2, MMP9, and c-fos expression in both human GA tissues and GA cell metastases in the lungs of nude mice."	p38|1432	22|25	IL-1b|3553	56|61	Association
24479681	S13	"Expression of phospho-p38 significantly correlated with IL-1b, MMP2, MMP9, and c-fos expression in both human GA tissues and GA cell metastases in the lungs of nude mice."	p38|1432	22|25	MMP2|4313	63|67	Association
24479681	S13	"Expression of phospho-p38 significantly correlated with IL-1b, MMP2, MMP9, and c-fos expression in both human GA tissues and GA cell metastases in the lungs of nude mice."	p38|1432	22|25	MMP9|4318	69|73	Association
24479681	S13	"Expression of phospho-p38 significantly correlated with IL-1b, MMP2, MMP9, and c-fos expression in both human GA tissues and GA cell metastases in the lungs of nude mice."	p38|1432	22|25	c-fos|2353	79|84	Association
24479681	S14	"IL-1b was also capable of activating JNK in GA cells, but activation of JNK was not associated with GA cell migration and invasion."	IL-1b|3553	0|5	JNK|5599	37|40	Positive_Regulation
24479681	S16	CONCLUSIONS: IL-1b-induced p38 activation and the IL-1b/p38/AP-1(c-fos)/MMP2 & MMP9 pathway play an important role in metastasis in GA; this pathway may provide a novel therapeutic target for GA.	IL-1b|3553	13|18	p38|1432	27|30	Positive_Regulation
24486017	S1	Tyr phosphorylation of PDP1 toggles recruitment between ACAT1 and SIRT3 to regulate the pyruvate dehydrogenase complex.	PDP1|54704	23|27	ACAT1|38	56|61	Neutral_Regulation
24486017	S1	Tyr phosphorylation of PDP1 toggles recruitment between ACAT1 and SIRT3 to regulate the pyruvate dehydrogenase complex.	PDP1|54704	23|27	SIRT3|23410	66|71	Neutral_Regulation
24486017	S3	"The current understanding of PDC regulation involves inhibitory serine phosphorylation of pyruvate dehydrogenase (PDH) by PDH kinase (PDK), whereas dephosphorylation of PDH by PDH phosphatase (PDP) activates PDC."	PDH kinase (PDK)|5163	122|138	pyruvate dehydrogenase (PDH)|54704	90|118	Modification
24486017	S6	"Moreover, we identified mitochondrial ACAT1 and SIRT3 as the upstream acetyltransferase and deacetylase, respectively, of PDHA1 and PDP1, while knockdown of ACAT1 attenuates tumor growth."	PDHA1|5160	122|127	ACAT1|38	38|43	Interaction_Agent
24486017	S6	"Moreover, we identified mitochondrial ACAT1 and SIRT3 as the upstream acetyltransferase and deacetylase, respectively, of PDHA1 and PDP1, while knockdown of ACAT1 attenuates tumor growth."	PDP1|54704	132|136	ACAT1|38	38|43	Interaction_Agent
24486017	S6	"Moreover, we identified mitochondrial ACAT1 and SIRT3 as the upstream acetyltransferase and deacetylase, respectively, of PDHA1 and PDP1, while knockdown of ACAT1 attenuates tumor growth."	PDHA1|5160	122|127	SIRT3|23410	48|53	Interaction_Agent
24486017	S6	"Moreover, we identified mitochondrial ACAT1 and SIRT3 as the upstream acetyltransferase and deacetylase, respectively, of PDHA1 and PDP1, while knockdown of ACAT1 attenuates tumor growth."	PDP1|54704	132|136	SIRT3|23410	48|53	Interaction_Agent
24486017	S7	"Furthermore, Y381 phosphorylation of PDP1 dissociates SIRT3 and recruits ACAT1 to PDC."	SIRT3|23410	54|59	PDP1|54704	37|41	Transformation
24486017	S7	"Furthermore, Y381 phosphorylation of PDP1 dissociates SIRT3 and recruits ACAT1 to PDC."	ACAT1|38	73|78	PDP1|54704	37|41	Translocation
24489105	S6	The decrease in serum CXCL8 levels from PRE to EDT significantly correlated with decreases in markers of melanoma proliferation (Ki-67) and increases in cytotoxic tumor-infiltrating T cells in corresponding tumor biopsies.	Ki-67|4288	129|134	CXCL8|3576	22|27	Association
24489105	S8	"These results suggest that BRAF inhibition causes decreased CXCL8 secretion from melanoma cells and induce an immune response against the tumor associated with increased IFN-g, CCL4, and TNF-a."	CXCL8|3576	60|65	BRAF|673	27|31	Translocation
24489825	S5	"Likewise, Nef induced CXCR4 degradation was critically dependent on the three lysines in the C-terminal -SSLKILSKGK- motif."	Nef|156110	10|13	CXCR4|7852	22|27	Negative_Regulation
24489825	S6	Nef directly recruits the HECT domain E3 ligases AIP4 or NEDD4 to CXCR4 in the resting state.	Nef|156110	0|3	AIP4|83737	49|53	Translocation
24489825	S6	Nef directly recruits the HECT domain E3 ligases AIP4 or NEDD4 to CXCR4 in the resting state.	Nef|156110	0|3	NEDD4|4734	57|62	Translocation
24489825	S7	"This mechanism was confirmed by ternary interactions of Nef, CXCR4 and AIP4 or NEDD4; by reversal of Nef effect by expression of catalytically inactive AIP4-C830A mutant; and siRNA knockdown of AIP4, NEDD4 or some ESCRT-0 adapters."	Nef|156110	56|59	CXCR4|7852	61|66	Association
24489825	S7	"This mechanism was confirmed by ternary interactions of Nef, CXCR4 and AIP4 or NEDD4; by reversal of Nef effect by expression of catalytically inactive AIP4-C830A mutant; and siRNA knockdown of AIP4, NEDD4 or some ESCRT-0 adapters."	Nef|156110	56|59	AIP4|83737	71|75	Association
24489825	S7	"This mechanism was confirmed by ternary interactions of Nef, CXCR4 and AIP4 or NEDD4; by reversal of Nef effect by expression of catalytically inactive AIP4-C830A mutant; and siRNA knockdown of AIP4, NEDD4 or some ESCRT-0 adapters."	Nef|156110	56|59	NEDD4|4734	79|84	Association
24489825	S7	"This mechanism was confirmed by ternary interactions of Nef, CXCR4 and AIP4 or NEDD4; by reversal of Nef effect by expression of catalytically inactive AIP4-C830A mutant; and siRNA knockdown of AIP4, NEDD4 or some ESCRT-0 adapters."	CXCR4|7852	61|66	AIP4|83737	71|75	Association
24489825	S7	"This mechanism was confirmed by ternary interactions of Nef, CXCR4 and AIP4 or NEDD4; by reversal of Nef effect by expression of catalytically inactive AIP4-C830A mutant; and siRNA knockdown of AIP4, NEDD4 or some ESCRT-0 adapters."	CXCR4|7852	61|66	NEDD4|4734	79|84	Association
24489825	S9	Agonist and Nef mediated CXCR2 (and CXCR1) degradation was ubiquitinylation independent.	Nef|156110	12|15	CXCR2|3579	25|30	Negative_Regulation
24489825	S9	Agonist and Nef mediated CXCR2 (and CXCR1) degradation was ubiquitinylation independent.	Nef|156110	12|15	CXCR1|3577	36|41	Negative_Regulation
24489825	S10	Nef also profoundly downregulated the naturally truncated CXCR4 associated with WHIM syndrome and engineered variants of CXCR4 that resist CXCL12 induced internalization via an ubiquitinylation independent mechanism.	Nef|156110	0|3	CXCR4|7852	58|63	Negative_Regulation
24501087	S1	MEK1/2 overactivation can promote growth arrest by mediating ERK1/2-dependent phosphorylation of p70S6K.	ERK1|5595	61|65	p70S6K|6198	97|103	Association
